This job can be monitored from: https://job.c3se.chalmers.se/alvis/3967338
>>> Training with SGD
┏━━━━━━━━━━━━━━┳━━━━━━━╸V╺╸A╺╸L╺╸I╺╸D╺━━━━━━━┳━━━━━━━╸T-E-S-T╺━━━━━━━┓
┃              ┃              ╷              ┃             ╷         ┃
┃       epoch  ┃        loss  │    accuracy  ┃       loss  │accuracy ┃
┃          80  ┃      0.0013  │     94.86 %  ┃      0.0015 │     94.47 %┃
┃          81  ┃      0.0014  │     94.40 %  ┃      0.0015 │     94.47 %┃
┃          81  ┃      0.0014  │     94.40 %  ┃      0.0015 │     94.32 %┃
┃          82  ┃      0.0013  │     94.80 %  ┃      0.0015 │     94.32 %┃
┃          82  ┃      0.0013  │     94.80 %  ┃      0.0015 │     94.46 %┃
┃          83  ┃      0.0014  │     94.08 %  ┃      0.0015 │     94.46 %┃
┃          83  ┃      0.0014  │     94.08 %  ┃      0.0015 │     94.43 %┃
┃          84  ┃      0.0014  │     94.04 %  ┃      0.0015 │     94.43 %┃
┃          84  ┃      0.0014  │     94.04 %  ┃      0.0015 │     94.48 %┃
┃          85  ┃      0.0013  │     94.54 %  ┃      0.0015 │     94.48 %┃
┃          85  ┃      0.0013  │     94.54 %  ┃      0.0015 │     94.52 %┃
┃          86  ┃      0.0014  │     94.40 %  ┃      0.0015 │     94.52 %┃
┃          86  ┃      0.0014  │     94.40 %  ┃      0.0014 │     94.58 %┃
┃          87  ┃      0.0013  │     94.32 %  ┃      0.0014 │     94.58 %┃
┃          87  ┃      0.0013  │     94.32 %  ┃      0.0015 │     94.46 %┃
┃          88  ┃      0.0014  │     94.30 %  ┃      0.0015 │     94.46 %┃
┃          88  ┃      0.0014  │     94.30 %  ┃      0.0015 │     94.43 %┃
┃          89  ┃      0.0013  │     94.72 %  ┃      0.0015 │     94.43 %┃
┃          89  ┃      0.0013  │     94.72 %  ┃      0.0015 │     94.43 %┃
┃          90  ┃      0.0014  │     94.54 %  ┃      0.0015 │     94.43 %┃
┃          90  ┃      0.0014  │     94.54 %  ┃      0.0015 │     94.54 %┃
┃          91  ┃      0.0014  │     94.48 %  ┃      0.0015 │     94.54 %┃
┃          91  ┃      0.0014  │     94.48 %  ┃      0.0015 │     94.52 %┃
┃          92  ┃      0.0014  │     94.32 %  ┃      0.0015 │     94.52 %┃
┃          92  ┃      0.0014  │     94.32 %  ┃      0.0015 │     94.61 %┃
┃          93  ┃      0.0013  │     94.68 %  ┃      0.0015 │     94.61 %┃
┃          93  ┃      0.0013  │     94.68 %  ┃      0.0015 │     94.45 %┃
┃          94  ┃      0.0013  │     94.34 %  ┃      0.0015 │     94.45 %┃
┃          94  ┃      0.0013  │     94.34 %  ┃      0.0015 │     94.50 %┃
┃          95  ┃      0.0014  │     94.26 %  ┃      0.0015 │     94.50 %┃
┃          95  ┃      0.0014  │     94.26 %  ┃      0.0015 │     94.49 %┃
┃          96  ┃      0.0014  │     94.36 %  ┃      0.0015 │     94.49 %┃
┃          96  ┃      0.0014  │     94.36 %  ┃      0.0015 │     94.48 %┃
┃          97  ┃      0.0014  │     94.12 %  ┃      0.0015 │     94.48 %┃
┃          97  ┃      0.0014  │     94.12 %  ┃      0.0015 │     94.42 %┃
┃          98  ┃      0.0014  │     94.46 %  ┃      0.0015 │     94.42 %┃
┃          98  ┃      0.0014  │     94.46 %  ┃      0.0015 │     94.48 %┃
┃          99  ┃      0.0013  │     94.56 %  ┃      0.0015 │     94.48 %┃
┃          99  ┃      0.0013  │     94.56 %  ┃      0.0015 │     94.54 %┃

>>> Training SAM with rho = 0.1
┏━━━━━━━━━━━━━━┳━━━━━━━╸V╺╸A╺╸L╺╸I╺╸D╺━━━━━━━┳━━━━━━━╸T-E-S-T╺━━━━━━━┓
┃              ┃              ╷              ┃             ╷         ┃
┃       epoch  ┃        loss  │    accuracy  ┃       loss  │accuracy ┃
┠──────────────╂──────────────┼──────────────╂─────────────┼─────────┨
┃           0  ┃      0.0152  │     28.78 %  ┃      0.0000 │      0.00 %┃
┃           0  ┃      0.0152  │     28.78 %  ┃      0.0147 │     29.21 %┃
┃           1  ┃      0.0135  │     36.40 %  ┃      0.0147 │     29.21 %┃
┃           1  ┃      0.0135  │     36.40 %  ┃      0.0130 │     39.23 %┃
┃           2  ┃      0.0121  │     44.28 %  ┃      0.0130 │     39.23 %┃
┃           2  ┃      0.0121  │     44.28 %  ┃      0.0118 │     43.86 %┃
┃           3  ┃      0.0109  │     51.54 %  ┃      0.0118 │     43.86 %┃
┃           3  ┃      0.0109  │     51.54 %  ┃      0.0105 │     51.52 %┃
┃           4  ┃      0.0100  │     52.92 %  ┃      0.0105 │     51.52 %┃
┃           4  ┃      0.0100  │     52.92 %  ┃      0.0097 │     54.02 %┃
┃           5  ┃      0.0091  │     58.54 %  ┃      0.0097 │     54.02 %┃
┃           5  ┃      0.0091  │     58.54 %  ┃      0.0089 │     59.78 %┃
┃           6  ┃      0.0072  │     67.58 %  ┃      0.0089 │     59.78 %┃
┃           6  ┃      0.0072  │     67.58 %  ┃      0.0072 │     67.39 %┃
┃           7  ┃      0.0074  │     67.80 %  ┃      0.0072 │     67.39 %┃
┃           7  ┃      0.0074  │     67.80 %  ┃      0.0078 │     66.68 %┃
┃           8  ┃      0.0059  │     73.60 %  ┃      0.0078 │     66.68 %┃
┃           8  ┃      0.0059  │     73.60 %  ┃      0.0059 │     74.20 %┃
┃           9  ┃      0.0059  │     74.06 %  ┃      0.0059 │     74.20 %┃
┃           9  ┃      0.0059  │     74.06 %  ┃      0.0059 │     73.96 %┃
┃          10  ┃      0.0063  │     71.70 %  ┃      0.0059 │     73.96 %┃
┃          10  ┃      0.0063  │     71.70 %  ┃      0.0067 │     71.14 %┃
┃          11  ┃      0.0050  │     77.68 %  ┃      0.0067 │     71.14 %┃
┃          11  ┃      0.0050  │     77.68 %  ┃      0.0048 │     79.42 %┃
┃          12  ┃      0.0049  │     77.68 %  ┃      0.0048 │     79.42 %┃
┃          12  ┃      0.0049  │     77.68 %  ┃      0.0054 │     77.66 %┃
┃          13  ┃      0.0054  │     76.76 %  ┃      0.0054 │     77.66 %┃
┃          13  ┃      0.0054  │     76.76 %  ┃      0.0055 │     75.79 %┃
┃          14  ┃      0.0046  │     79.78 %  ┃      0.0055 │     75.79 %┃
┃          14  ┃      0.0046  │     79.78 %  ┃      0.0048 │     80.06 %┃
┃          15  ┃      0.0049  │     78.52 %  ┃      0.0048 │     80.06 %┃
┃          15  ┃      0.0049  │     78.52 %  ┃      0.0048 │     79.27 %┃
┃          16  ┃      0.0045  │     79.64 %  ┃      0.0048 │     79.27 %┃
┃          16  ┃      0.0045  │     79.64 %  ┃      0.0046 │     80.11 %┃
┃          17  ┃      0.0040  │     82.54 %  ┃      0.0046 │     80.11 %┃
┃          17  ┃      0.0040  │     82.54 %  ┃      0.0042 │     82.43 %┃
┃          18  ┃      0.0052  │     77.44 %  ┃      0.0042 │     82.43 %┃
┃          18  ┃      0.0052  │     77.44 %  ┃      0.0055 │     75.40 %┃
┃          19  ┃      0.0039  │     82.80 %  ┃      0.0055 │     75.40 %┃
┃          19  ┃      0.0039  │     82.80 %  ┃      0.0039 │     83.30 %┃
┃          20  ┃      0.0039  │     83.34 %  ┃      0.0039 │     83.30 %┃
┃          20  ┃      0.0039  │     83.34 %  ┃      0.0039 │     83.32 %┃
┃          21  ┃      0.0044  │     80.76 %  ┃      0.0039 │     83.32 %┃
┃          21  ┃      0.0044  │     80.76 %  ┃      0.0044 │     81.47 %┃
┃          22  ┃      0.0037  │     83.90 %  ┃      0.0044 │     81.47 %┃
┃          22  ┃      0.0037  │     83.90 %  ┃      0.0038 │     83.81 %┃
┃          23  ┃      0.0045  │     80.94 %  ┃      0.0038 │     83.81 %┃
┃          23  ┃      0.0045  │     80.94 %  ┃      0.0048 │     80.74 %┃
┃          24  ┃      0.0041  │     81.62 %  ┃      0.0048 │     80.74 %┃
┃          24  ┃      0.0041  │     81.62 %  ┃      0.0042 │     81.79 %┃
┃          25  ┃      0.0035  │     84.66 %  ┃      0.0042 │     81.79 %┃
┃          25  ┃      0.0035  │     84.66 %  ┃      0.0034 │     84.99 %┃
┃          26  ┃      0.0049  │     79.90 %  ┃      0.0034 │     84.99 %┃
┃          26  ┃      0.0049  │     79.90 %  ┃      0.0049 │     80.35 %┃
┃          27  ┃      0.0039  │     83.10 %  ┃      0.0049 │     80.35 %┃
┃          27  ┃      0.0039  │     83.10 %  ┃      0.0040 │     83.66 %┃
┃          28  ┃      0.0050  │     77.80 %  ┃      0.0040 │     83.66 %┃
┃          28  ┃      0.0050  │     77.80 %  ┃      0.0052 │     77.21 %┃
┃          29  ┃      0.0042  │     81.14 %  ┃      0.0052 │     77.21 %┃
┃          29  ┃      0.0042  │     81.14 %  ┃      0.0039 │     82.99 %┃
┃          30  ┃      0.0020  │     91.30 %  ┃      0.0039 │     82.99 %┃
┃          30  ┃      0.0020  │     91.30 %  ┃      0.0019 │     91.78 %┃
┃          31  ┃      0.0018  │     92.24 %  ┃      0.0019 │     91.78 %┃
┃          31  ┃      0.0018  │     92.24 %  ┃      0.0018 │     92.36 %┃
┃          32  ┃      0.0018  │     92.38 %  ┃      0.0018 │     92.36 %┃
┃          32  ┃      0.0018  │     92.38 %  ┃      0.0018 │     92.34 %┃
┃          33  ┃      0.0018  │     92.54 %  ┃      0.0018 │     92.34 %┃
┃          33  ┃      0.0018  │     92.54 %  ┃      0.0018 │     92.16 %┃
┃          34  ┃      0.0019  │     92.00 %  ┃      0.0018 │     92.16 %┃
┃          34  ┃      0.0019  │     92.00 %  ┃      0.0018 │     92.18 %┃
┃          35  ┃      0.0019  │     91.70 %  ┃      0.0018 │     92.18 %┃
┃          35  ┃      0.0019  │     91.70 %  ┃      0.0018 │     91.72 %┃
┃          36  ┃      0.0018  │     92.30 %  ┃      0.0018 │     91.72 %┃
┃          36  ┃      0.0018  │     92.30 %  ┃      0.0018 │     92.08 %┃
┃          37  ┃      0.0017  │     92.56 %  ┃      0.0018 │     92.08 %┃
┃          37  ┃      0.0017  │     92.56 %  ┃      0.0017 │     92.49 %┃
┃          38  ┃      0.0017  │     92.66 %  ┃      0.0017 │     92.49 %┃
┃          38  ┃      0.0017  │     92.66 %  ┃      0.0017 │     92.64 %┃
┃          39  ┃      0.0016  │     93.18 %  ┃      0.0017 │     92.64 %┃
┃          39  ┃      0.0016  │     93.18 %  ┃      0.0017 │     92.55 %┃
┃          40  ┃      0.0017  │     92.96 %  ┃      0.0017 │     92.55 %┃
┃          40  ┃      0.0017  │     92.96 %  ┃      0.0017 │     92.77 %┃
┃          41  ┃      0.0016  │     93.06 %  ┃      0.0017 │     92.77 %┃
┃          41  ┃      0.0016  │     93.06 %  ┃      0.0017 │     92.35 %┃
┃          42  ┃      0.0017  │     92.58 %  ┃      0.0017 │     92.35 %┃
┃          42  ┃      0.0017  │     92.58 %  ┃      0.0017 │     92.47 %┃
┃          43  ┃      0.0017  │     92.66 %  ┃      0.0017 │     92.47 %┃
┃          43  ┃      0.0017  │     92.66 %  ┃      0.0017 │     92.70 %┃
┃          44  ┃      0.0017  │     92.48 %  ┃      0.0017 │     92.70 %┃
┃          44  ┃      0.0017  │     92.48 %  ┃      0.0017 │     92.39 %┃
┃          45  ┃      0.0017  │     92.88 %  ┃      0.0017 │     92.39 %┃
┃          45  ┃      0.0017  │     92.88 %  ┃      0.0017 │     92.93 %┃
┃          46  ┃      0.0018  │     92.34 %  ┃      0.0017 │     92.93 %┃
┃          46  ┃      0.0018  │     92.34 %  ┃      0.0018 │     92.36 %┃
┃          47  ┃      0.0018  │     92.10 %  ┃      0.0018 │     92.36 %┃
┃          47  ┃      0.0018  │     92.10 %  ┃      0.0018 │     92.44 %┃
┃          48  ┃      0.0017  │     92.86 %  ┃      0.0018 │     92.44 %┃
┃          48  ┃      0.0017  │     92.86 %  ┃      0.0017 │     92.67 %┃
┃          49  ┃      0.0017  │     92.82 %  ┃      0.0017 │     92.67 %┃
┃          49  ┃      0.0017  │     92.82 %  ┃      0.0017 │     92.77 %┃
┃          50  ┃      0.0017  │     92.66 %  ┃      0.0017 │     92.77 %┃
┃          50  ┃      0.0017  │     92.66 %  ┃      0.0017 │     92.65 %┃
┃          51  ┃      0.0016  │     92.94 %  ┃      0.0017 │     92.65 %┃
┃          51  ┃      0.0016  │     92.94 %  ┃      0.0017 │     92.29 %┃
┃          52  ┃      0.0018  │     92.22 %  ┃      0.0017 │     92.29 %┃
┃          52  ┃      0.0018  │     92.22 %  ┃      0.0018 │     91.96 %┃
┃          53  ┃      0.0017  │     92.88 %  ┃      0.0018 │     91.96 %┃
┃          53  ┃      0.0017  │     92.88 %  ┃      0.0016 │     93.02 %┃
┃          54  ┃      0.0016  │     92.88 %  ┃      0.0016 │     93.02 %┃
┃          54  ┃      0.0016  │     92.88 %  ┃      0.0017 │     92.70 %┃
┃          55  ┃      0.0017  │     92.96 %  ┃      0.0017 │     92.70 %┃
┃          55  ┃      0.0017  │     92.96 %  ┃      0.0017 │     92.68 %┃
┃          56  ┃      0.0016  │     93.04 %  ┃      0.0017 │     92.68 %┃
┃          56  ┃      0.0016  │     93.04 %  ┃      0.0016 │     93.23 %┃
┃          57  ┃      0.0016  │     93.02 %  ┃      0.0016 │     93.23 %┃
┃          57  ┃      0.0016  │     93.02 %  ┃      0.0017 │     92.91 %┃
┃          58  ┃      0.0017  │     92.50 %  ┃      0.0017 │     92.91 %┃
┃          58  ┃      0.0017  │     92.50 %  ┃      0.0017 │     92.86 %┃
┃          59  ┃      0.0018  │     91.76 %  ┃      0.0017 │     92.86 %┃
┃          59  ┃      0.0018  │     91.76 %  ┃      0.0019 │     92.14 %┃
┃          60  ┃      0.0013  │     94.38 %  ┃      0.0019 │     92.14 %┃
┃          60  ┃      0.0013  │     94.38 %  ┃      0.0013 │     94.58 %┃
┃          61  ┃      0.0013  │     94.36 %  ┃      0.0013 │     94.58 %┃
┃          61  ┃      0.0013  │     94.36 %  ┃      0.0013 │     94.57 %┃
┃          62  ┃      0.0013  │     94.58 %  ┃      0.0013 │     94.57 %┃
┃          62  ┃      0.0013  │     94.58 %  ┃      0.0013 │     94.55 %┃
┃          63  ┃      0.0013  │     94.46 %  ┃      0.0013 │     94.55 %┃
┃          63  ┃      0.0013  │     94.46 %  ┃      0.0013 │     94.74 %┃
┃          64  ┃      0.0012  │     94.82 %  ┃      0.0013 │     94.74 %┃
┃          64  ┃      0.0012  │     94.82 %  ┃      0.0012 │     94.80 %┃
┃          65  ┃      0.0012  │     94.60 %  ┃      0.0012 │     94.80 %┃
┃          65  ┃      0.0012  │     94.60 %  ┃      0.0013 │     94.58 %┃
┃          66  ┃      0.0012  │     94.70 %  ┃      0.0013 │     94.58 %┃
┃          66  ┃      0.0012  │     94.70 %  ┃      0.0012 │     94.62 %┃
┃          67  ┃      0.0013  │     94.48 %  ┃      0.0012 │     94.62 %┃
┃          67  ┃      0.0013  │     94.48 %  ┃      0.0012 │     94.67 %┃
┃          68  ┃      0.0013  │     94.38 %  ┃      0.0012 │     94.67 %┃
┃          68  ┃      0.0013  │     94.38 %  ┃      0.0013 │     94.57 %┃
┃          69  ┃      0.0012  │     94.42 %  ┃      0.0013 │     94.57 %┃
┃          69  ┃      0.0012  │     94.42 %  ┃      0.0012 │     94.74 %┃
┃          70  ┃      0.0012  │     94.38 %  ┃      0.0012 │     94.74 %┃
┃          70  ┃      0.0012  │     94.38 %  ┃      0.0012 │     94.60 %┃
┃          71  ┃      0.0012  │     94.84 %  ┃      0.0012 │     94.60 %┃
┃          71  ┃      0.0012  │     94.84 %  ┃      0.0013 │     94.51 %┃
┃          72  ┃      0.0012  │     94.40 %  ┃      0.0013 │     94.51 %┃
┃          72  ┃      0.0012  │     94.40 %  ┃      0.0012 │     94.69 %┃
┃          73  ┃      0.0012  │     94.80 %  ┃      0.0012 │     94.69 %┃
┃          73  ┃      0.0012  │     94.80 %  ┃      0.0012 │     94.76 %┃
┃          74  ┃      0.0012  │     94.60 %  ┃      0.0012 │     94.76 %┃
┃          74  ┃      0.0012  │     94.60 %  ┃      0.0012 │     94.83 %┃
┃          75  ┃      0.0013  │     94.52 %  ┃      0.0012 │     94.83 %┃
┃          75  ┃      0.0013  │     94.52 %  ┃      0.0012 │     94.82 %┃
┃          76  ┃      0.0012  │     94.76 %  ┃      0.0012 │     94.82 %┃
┃          76  ┃      0.0012  │     94.76 %  ┃      0.0012 │     94.91 %┃
┃          77  ┃      0.0012  │     94.56 %  ┃      0.0012 │     94.91 %┃
┃          77  ┃      0.0012  │     94.56 %  ┃      0.0012 │     94.71 %┃
┃          78  ┃      0.0012  │     94.48 %  ┃      0.0012 │     94.71 %┃
┃          78  ┃      0.0012  │     94.48 %  ┃      0.0013 │     94.66 %┃
┃          79  ┃      0.0012  │     94.44 %  ┃      0.0013 │     94.66 %┃
┃          79  ┃      0.0012  │     94.44 %  ┃      0.0013 │     94.69 %┃
┃          80  ┃      0.0012  │     94.56 %  ┃      0.0013 │     94.69 %┃
┃          80  ┃      0.0012  │     94.56 %  ┃      0.0012 │     94.84 %┃
┃          81  ┃      0.0012  │     94.94 %  ┃      0.0012 │     94.84 %┃
┃          81  ┃      0.0012  │     94.94 %  ┃      0.0012 │     94.92 %┃
┃          82  ┃      0.0012  │     94.58 %  ┃      0.0012 │     94.92 %┃
┃          82  ┃      0.0012  │     94.58 %  ┃      0.0012 │     95.00 %┃
┃          83  ┃      0.0012  │     94.70 %  ┃      0.0012 │     95.00 %┃
┃          83  ┃      0.0012  │     94.70 %  ┃      0.0012 │     94.97 %┃
┃          84  ┃      0.0012  │     94.76 %  ┃      0.0012 │     94.97 %┃
┃          84  ┃      0.0012  │     94.76 %  ┃      0.0012 │     94.93 %┃
┃          85  ┃      0.0012  │     94.60 %  ┃      0.0012 │     94.93 %┃
┃          85  ┃      0.0012  │     94.60 %  ┃      0.0012 │     94.89 %┃
┃          86  ┃      0.0012  │     94.80 %  ┃      0.0012 │     94.89 %┃
┃          86  ┃      0.0012  │     94.80 %  ┃      0.0012 │     94.94 %┃
┃          87  ┃      0.0012  │     94.64 %  ┃      0.0012 │     94.94 %┃
┃          87  ┃      0.0012  │     94.64 %  ┃      0.0012 │     94.93 %┃
┃          88  ┃      0.0012  │     94.88 %  ┃      0.0012 │     94.93 %┃
┃          88  ┃      0.0012  │     94.88 %  ┃      0.0012 │     94.93 %┃
┃          89  ┃      0.0012  │     94.92 %  ┃      0.0012 │     94.93 %┃
┃          89  ┃      0.0012  │     94.92 %  ┃      0.0012 │     95.05 %┃
┃          90  ┃      0.0012  │     94.64 %  ┃      0.0012 │     95.05 %┃
┃          90  ┃      0.0012  │     94.64 %  ┃      0.0012 │     95.02 %┃
┃          91  ┃      0.0012  │     94.62 %  ┃      0.0012 │     95.02 %┃
┃          91  ┃      0.0012  │     94.62 %  ┃      0.0012 │     94.99 %┃
┃          92  ┃      0.0012  │     94.54 %  ┃      0.0012 │     94.99 %┃
┃          92  ┃      0.0012  │     94.54 %  ┃      0.0012 │     95.15 %┃
┃          93  ┃      0.0012  │     94.74 %  ┃      0.0012 │     95.15 %┃
┃          93  ┃      0.0012  │     94.74 %  ┃      0.0012 │     94.94 %┃
┃          94  ┃      0.0012  │     94.78 %  ┃      0.0012 │     94.94 %┃
┃          94  ┃      0.0012  │     94.78 %  ┃      0.0012 │     94.98 %┃
┃          95  ┃      0.0012  │     94.90 %  ┃      0.0012 │     94.98 %┃
┃          95  ┃      0.0012  │     94.90 %  ┃      0.0012 │     94.99 %┃
┃          96  ┃      0.0012  │     94.74 %  ┃      0.0012 │     94.99 %┃
┃          96  ┃      0.0012  │     94.74 %  ┃      0.0012 │     94.92 %┃
┃          97  ┃      0.0012  │     94.78 %  ┃      0.0012 │     94.92 %┃
┃          97  ┃      0.0012  │     94.78 %  ┃      0.0012 │     94.99 %┃
┃          98  ┃      0.0012  │     94.60 %  ┃      0.0012 │     94.99 %┃
┃          98  ┃      0.0012  │     94.60 %  ┃      0.0012 │     94.84 %┃
┃          99  ┃      0.0011  │     95.08 %  ┃      0.0012 │     94.84 %┃
┃          99  ┃      0.0011  │     95.08 %  ┃      0.0012 │     95.13 %┃

[GRID SEARCH] Best rho: 0.100 with Validation Accuracy: 95.08%

Final Accuracy SGD:  94.20%
Final Accuracy SAM:  95.18%
